adres,afgifte_type,bestand,co2,energielabel,ep1_beng1,ep2_beng2,ep3_beng3,gebouwtype,pad,tapwater_toestel,tapwater_type,tojuli,ventilatie_systeem,ventilatie_variant,verwarming_rendement,verwarming_type
"Sportveldweg 80, 2151 CD Nieuw-Vennep_",VERW-AFG_TYPE_AFG_RAD,"Sportveldweg 80, 2151 CD Nieuw-Vennep__2025-07-10.uniec3",,C,"144,80","211,14","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Sportveldweg 80, 2151 CD Nieuw-Vennep/Opname/Van adviseur/Sportveldweg 80, 2151 CD Nieuw-Vennep__2025-07-10.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,79",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Biesbosch 179, 1181 JC Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Biesbosch 179, 1181 JC Amstelveen_2025-05-28.uniec3",,C,"112,97","216,52","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Biesbosch 179, 1181 JC Amstelveen_oud/Opname/Van adviseur/Biesbosch 179, 1181 JC Amstelveen_2025-05-28.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,80",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Amstelveenseweg 671, 1081 JD Amsterdam",VERW-AFG_"Edelenburg 123, 2135 EC Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Edelenburg 123, 2135 EC Hoofddorp_2025-05-21.uniec3",,A,"133,44","145,05","24,3",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Edelenburg 123, 2135 EC Hoofddorp/Opname/Van adviseur/Edelenburg 123, 2135 EC Hoofddorp_2025-05-21.uniec3",Intergas Kombi Kompakt HRE 28/24 A,TAPW-OPWEK_TYPE_12,"1,59",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Kudelstaartseweg 254, 1433 GR Kudelstaart",VERW-AFG_TYPE_AFG_RAD,"Kudelstaartseweg 254, 1433 GR Kudelstaart_2025-09-05.uniec3",,A,"68,12","139,40","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Kudelstaartseweg 254, 1433 GR Kudelstaart, Nederland/Opname/Van adviseur/Kudelstaartseweg 254, 1433 GR Kudelstaart_2025-09-05.uniec3",elektrische boiler,TAPW-OPWEK_TYPE"Logger 27, 1186 RM Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Logger 27, 1186 RM Amstelveen_2025-12-04.uniec3",5421,B,"120,44","169,16","10,1",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Logger 27, 1186 RM Amstelveen, Nederland/Opname/Van adviseur/Logger 27, 1186 RM Amstelveen_2025-12-04.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,34",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Wilsonsplein 17, 2011VG Haarlem - 17B",VERW-AFG_TYPE_AFG_RAD,"Wilsonsplein 17, 2011VG Haarlem - 17B_2025-05-26.uniec3",,D,"174,92","285,57","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Wilsonsplein 17B, 2011VG Haarlem/Opname/Van adviseur/Wilsonsplein 17, 2011VG Haarlem - 17B_2025-05-26.uniec3",Nefit 9000i AquaPower Plus HRC 45/CW6,TAPW-OPWEK_TYPE_12,"3,97",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Gunterstein 17, 1187 GZ Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Gunterstein 17, 1187 GZ Amstelveen_2025-04-03.uniec3",,A,"82,35","134,64","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Gunterstein 17, 1187 GZ Amstelveen/Opname/Van adviseur/Gunterstein 17, 1187 GZ Amstelveen_2025-04-03.uniec3",Remeha Avanta 35c,TAPW-OPWEK_TYPE_12,"2,53",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Waterhoenstraat 48, 1431 WB Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Waterhoenstraat 48, 1431 WB Aalsmeer_2025-09-29.uniec3",,C,"143,29","218,66","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Waterhoenstraat 48, 1431 WB Aalsmeer, Nederland/Opname/Van adviseur/Waterhoenstraat 48, 1431 WB Aalsmeer_2025-09-29.uniec3",Atag E264C,TAPW-OPWEK_TYPE_12,"1,91",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Oudheusdenstraat 30, 1171 JL Badhoevedorp",VERW-AFG_TYPE_AFG_VLV,"Oudheusdenstraat 30, 1171 JL Badhoevedorp_2025-06-12.uniec3",,A,"146,36","109,01","54,4",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Oudheusdenstraat 30, 1171 JL Badhoevedorp/Opname/Van adviseur/Oudheusdenstraat 30, 1171 JL Badhoevedorp_2025-06-12.uniec3",warmtepomp - voldoet niet aan tabel 9.28,TAPW-OPWEK_TYPE_1,"2,12",1,VARIANT_A1,,VERW-OPWEK_TYPE_A
"Raasdorperweg 40, 1175 KW Lijnden",VERW-AFG_TYPE_AFG_VENTRADCONV,"Raasdorperweg 40, 1175 KW Lijnden_2025-08-18.uniec3",,C,"145,99","222,36","6,6",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Raasdorperweg 40, 1175 KW Lijnden/Opname/Van adviseur/Raasdorperweg 40, 1175 KW Lijnden_2025-08-18.uniec3",Remeha Avanta 35c,TAPW-OPWEK_TYPE_12,"2,58",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_E
"Oosteinderweg 482, 1432 BR Aalsmeer",VERW-AFG_TYPE_AFG_VLV,"Oosteinderweg 482, 1432 BR Aalsmeer_2025-11-02.uniec3",,C,"161,31","229,41","8,4",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Oosteinderweg 482, 1432 BR Aalsmeer, Nederland/Opname/Van adviseur/Oosteinderweg 482, 1432 BR Aalsmeer_2025-11-02.uniec3",Remeha Avanta 35c,TAPW-OPWEK_TYPE_12,"0,56",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Hoofdweg 795B, 2131MA Hoofddorp",VERW-AFG_TYPE_AFG_VLV,"Hoofdweg 795B, 2131MA Hoofddorp_2025-12-15.uniec3",3830,A+,"89,43","100,09","25,1",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Hoofdweg 795B, 2131 MA Hoofddorp, Nederland/Opname/Van adviseur/Hoofdweg 795B, 2131MA Hoofddorp_2025-12-15.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,46",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Nieuwe Karselaan 47, 1182BP Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Nieuwe Karselaan 47, 1182BP Amstelveen_2025-07-04.uniec3",,C,"145,22","222,14","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Nieuwe Karselaan 47, 1182 BP Amstelveen/Opname/Van adviseur/Nieuwe Karselaan 47, 1182BP Amstelveen_2025-07-04.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,20",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Eikenrodelaan 83-hs, 1181 DG Amstelveen_",VERW-AFG_TYPE_AFG_RAD,"Eikenrodelaan 83-hs, 1181 DG Amstelveen__2025-06-26.uniec3",,C,"167,01","226,45","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Eikenrodelaan 83-HS, 1181DG Amstelveen/Opname/Van adviseur/Eikenrodelaan 83-hs, 1181 DG Amstelveen__2025-06-26.uniec3",Intergas Kombi Kompakt HRE 28/24 A,TAPW-OPWEK_TYPE_12,"3,05",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Ibisstraat 50, 1171 GW Badhoevedorp",VERW-AFG_TYPE_AFG_VLV,"Ibisstraat 50, 1171 GW Badhoevedorp_2025-09-29.uniec3",,C,"138,17","203,93","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Ibisstraat 50, 1171 GW Badhoevedorp, Nederland/Opname/Van adviseur/Ibisstraat 50, 1171 GW Badhoevedorp_2025-09-29.uniec3",Remeha Tzerra M 39C Plus,TAPW-OPWEK_TYPE_12,"1,24",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Manenburgdreef 33, 2135 GV Hoofddorp_",VERW-AFG_TYPE_AFG_RAD,"Manenburgdreef 33, 2135 GV Hoofddorp__2025-11-17.uniec3",,A,"98,34","111,50","23,6",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Manenburgdreef 33, 2135 GV Hoofddorp, Nederland/Opname/Van adviseur/Manenburgdreef 33, 2135 GV Hoofddorp__2025-11-17.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"2,38",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Zichtweg 183, 2151 WG Nieuw-Vennep",VERW-AFG_TYPE_AFG_RAD,"Zichtweg 183, 2151 WG Nieuw-Vennep_2025-08-03.uniec3",,A,"116,93","156,47","11,6",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Zichtweg 183, 2151 WG Nieuw-Vennep/Opname/Van adviseur/Zichtweg 183, 2151 WG Nieuw-Vennep_2025-08-03.uniec3",Atag i28EC,TAPW-OPWEK_TYPE_12,"1,71",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Stommeerweg 18, 1431 EW Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Stommeerweg 18, 1431 EW Aalsmeer_2025-08-27.uniec3",,F,"245,73","337,66","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Stommeerweg 18, 1431 EW Aalsmeer/Opname/Van adviseur/Stommeerweg 18, 1431 EW Aalsmeer_2025-08-27.uniec3",Nefit 9000i AquaPower Plus HRC 45/CW6,TAPW-OPWEK_TYPE_12,"1,35",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Welgelegen 23, 2152 BH Nieuw-Vennep",VERW-AFG_TYPE_AFG_RAD,"Welgelegen 23, 2152 BH Nieuw-Vennep_2025-06-16.uniec3",,C,"173,03","241,53","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Welgelegen 23, 2152 BH Nieuw-Vennep/Opname/Van adviseur/Welgelegen 23, 2152 BH Nieuw-Vennep_2025-06-16.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"1,68",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Willem Frederik Hermansstraat 25, Amsterdam_",VERW-AFG_TYPE_AFG_VLV,"Willem Frederik Hermansstraat 25, Amsterdam__2025-05-09.uniec3",,A+,"69,63","90,52","12,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Willem Frederik Hermansstraat 25, Amsterdam/Opname/Van adviseur/Willem Frederik Hermansstraat 25, Amsterdam__2025-05-09.uniec3",externe warmtelevering,TAPW-OPWEK_TYPE_4,"3,18",3436,VARIANT_D2,,VERW-OPWEK_TYPE_C
"Saffierstraat 94, 1074 GZ Amsterdam",VERW-AFG_TYPE_AFG_RAD,"Saffierstraat 94, 1074 G"Ibisstraat 50, 1171 GW Badhoevedorp",VERW-AFG_TYPE_AFG_VLV,"Ibisstraat 50, 1171 GW Badhoevedorp_2025-09-29.uniec3",,C,"138,17","203,93","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Ibisstraat 50, 1171 GW Badhoevedorp, Nederland/Opname/Van adviseur/Ibisstraat 50, 1171 GW Badhoevedorp_2025-09-29.uniec3",Remeha Tzerra M 39C Plus,TAPW-OPWEK_TYPE_12,"1,24",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Manenburgdreef 33, 2135 GV Hoofddorp_",VERW-AFG_TYPE_AFG_RAD,"Manenburgdreef 33, 2135 GV Hoofddorp__2025-11-17.uniec3",,A,"98,34","111,50","23,6",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Manenburgdreef 33, 2135 GV Hoofddorp, Nederland/Opname/Van adviseur/Manenbu"Geraniumstraat 90, 1431 SW Aalsmeer_",VERW-AFG_TYPE_AFG_RAD,"Geraniumstraat 90, 1431 SW Aalsmeer__2025-12-15.uniec3",2100,B,"89,39","166,75","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Geraniumstraat 90, 1431 SW Aalsmeer, Nederland/Opname/Van adviseur/Geraniumstraat 90, 1431 SW Aalsmeer__2025-12-15.uniec3",badgeiser met Gaskeur CW,TAPW-OPWEK_TYPE_14,"1,99",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Sportlaan 68, 1431 JA Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Sportlaan 68, 1431 JA Aalsmeer_2025-09-28.uniec3",,G,"243,25","523,53","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Sportlaan 68, 1431 JA Aalsmeer, Nederland/Opname/Van adviseur/Sportlaan 68, 1431 JA Aalsmeer_2025-09-28.uniec3",conventionele ketel zonder Gaskeur,TAPW-OPWEK_TYPE_12,"0,60",1,VARIANT_A1,"0,750",VERW-OPWEK_TYPE_H
"Burgemeester Hogguerstraat 593, 1064 EB Amsterdam_",VERW-AFG_TYPE_AFG_RAD,"Burgemeester Hogguerstraat 593, 1064 EB Amsterdam__2025-07-03.uniec3",,B,"110,64","161,19","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Burgemeester Hogguerstraat 593, 1064 CZ Amsterdam/Opname/Van adviseur/Burgemeester Hogguerstraat 593, 1064 EB Amsterdam__2025-07-03.uniec3",externe warmtelevering,TAPW-OPWEK_TYPE_4,"2,56",1,VARIANT_A1,,VERW-OPWEK_TYPE_C
"Birkholm 164, 2133 CJ Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Birkholm 164, 2133 CJ Hoofddorp_2025-07-06.uniec3",,A,"109,91","152,70","15,3",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Birkholm 164, 2133 CJ Hoofddorp/Opname/Van adviseur/Birkholm 164, 2133 CJ Hoofddorp_2025-07-06.uniec3",HR(-107) ketel met Gaskeur,TAPW-OPWEK_TYPE_12,"0,74",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"J.C. van Epenstraat 84, 1019 GX Amsterdam",VERW-AFG_TYPE_AFG_RAD,"J.C. van Epenstraat 84, 1019 GX Amsterdam_2025-07-18.uniec3",,A,"104,35","157,77","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/J.C. van Epenstraat 84, 1019 GX Amsterdam/Opname/Van adviseur/J.C. van Epenstraat 84, 1019 GX Amsterdam_2025-07-18.uniec3",Intergas Kombi Kompakt HRE 28/24 A,TAPW-OPWEK_TYPE_12,"3,76",9,VARIANT_C1,"0,950",VERW-OPWEK_TYPE_H
"Bevelandselaan 99, 1181 JN Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Bevelandselaan 99, 1181 JN Amstelveen_2025-09-25.uniec3",,C,"165,51","244,07","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Bevelandselaan 99, 1181 JN Amstelveen, Nederland/Opname/Van adviseur/Bevelandselaan 99, 1181 JN Amstelveen_2025-09-25.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"3,38",1,VARIANT_A1,,VERW-OPWEK_TYPE_C
"Meander 641, 1181 WN Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Meander 641, 1181 WN Amstelveen_2025-08-28.uniec3",,C,"149,69","233,60","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Meander 641, 1181 WN Amstelveen/Opname/Van adviseur/Meander 641, 1181 WN Amstelveen_2025-08-28.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"2,20",1,VARIANT_A1,,VERW-OPWEK_TYPE_C
1431 WE 9 Meervalstraat Aalsmeer_,VERW-AFG_TYPE_AFG_VLV,1431 WE 9 Meervalstraat Aalsmeer__2025-06-02.uniec3,,A,"89,29","107,08","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Meervalstraat 9, 1431WE Aalsmeer/Opname/Van adviseur/1431 WE 9 Meervalstraat Aalsmeer__2025-06-02.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"1,55",5494,VARIANT_D2,"0,950",VERW-OPWEK_TYPE_H
"Stommeerweg 102, 1431 EZ Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Stommeerweg 102, 1431 EZ Aalsmeer_2025-04-16.uniec3",,C,"208,08","197,13","37,1",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Stommeerweg 102, 1431 EZ Aalsmeer/Opname/Van adviseur/Stommeerweg 102, 1431 EZ Aalsmeer_2025-04-16.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"1,76",1,VARIANT_A1,"0,850",VERW-OPWEK_TYPE_H
"Copernicusstraat 20, 1433 MC Kudelstaart",VERW-AFG_TYPE_AFG_VLV,"Copernicusstraat 20, 1433 MC Kudelstaart_2025-07-17.uniec3",,B,"129,56","170,37","12,7",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Copernicusstraat 20, 1433 MC Kudelstaart/Opname/Van adviseur/Copernicusstraat 20, 1433 MC Kudelstaart_2025-07-17.uniec3",Intergas Kombi Kompakt HRE 28/24 A,TAPW-OPWEK_TYPE_12,"1,31",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Schalkwijkerstraat 43A, 2033JC Haarlem_",VERW-AFG_TYPE_AFG_RAD,"Schalkwijkerstraat 43A, 2033JC Haarlem__2025-05-23.uniec3",,A,"95,57","136,45","34,4",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Schalkwijkerstraat 43A, 2033JC Haarlem/Opname/Van adviseur/Schalkwijkerstraat 43A, 2033JC Haarlem__2025-05-23.uniec3",Intergas Kombi Kompakt HReco 30,TAPW-OPWEK_TYPE_12,"1,78",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Ringslootpad 51, 2421 EW Nieuwkoop",VERW-AFG_TYPE_AFG_VLV,"Ringslootpad 51, 2421 EW Nieuwkoop_2025-04-07.uniec3",,A++,"72,92","66,42","50,1",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Ringslootpad 51, 2421 EW Nieuwkoop/Opname/Van adviseur/Ringslootpad 51, 2421 EW Nieuwkoop_2025-04-07.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"3,10",9,VARIANT_C1,,VERW-OPWEK_TYPE_A
"Sterkenburg 32, 1187 DG Amstelveen",VERW-AFG_TYPE_AFG_VLV,"Sterkenburg 32, 1187 DG Amstelveen_2025-09-22.uniec3",,A+++,"74,09","34,67","72,9",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Sterkenburg 32, 1187 DG Amstelveen, Nederland/Opname/Van adviseur/Sterkenburg 32, 1187 DG Amstelveen_2025-09-22.uniec3",warmtepomp - voldoet niet aan tabel 9.28,TAPW-OPWEK_TYPE_1,"0,69",9,VARIANT_C1,,VERW-OPWEK_TYPE_A
"Burgemeester Hogguerstraat 763, 1064 EB Amsterdam_",VERW-AFG_TYPE_AFG_RAD,"Burgemeester Hogguerstraat 763, 1064 EB Amsterdam__2025-07-03.uniec3",,B,"129,03","184,05","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Burgemeester Hogguerstraat 763, 1064 EB Amsterdam/Opname/Van adviseur/Burgemeester Hogguerstraat 763, 1064 EB Amsterdam__2025-07-03.uniec3",externe warmtelevering,TAPW-OPWEK_TYPE_4,"1,52",1,VARIANT_A1,,VERW-OPWEK_TYPE_C
"Laan van Deshima 58, 1181 VW Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Laan van Deshima 58, 1181 VW Amstelveen_2025-10-29.uniec3",,A,"93,97","123,93","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Laan van Deshima 58, 1181 VW Amstelveen, Nederland/Opname/Van adviseur/Laan van Deshima 58, 1181 VW Amstelveen_2025-10-29.uniec3",externe warmtelevering,TAPW-OPWEK_TYPE_4,"3,76",9,VARIANT_C1,,VERW-OPWEK_TYPE_C
"Thoornpolder 26, 2134 WN Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Thoornpolder 26, 2134 WN Hoofddorp_2025-09-16.uniec3",,A,"72,72","120,95","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Thoornpolder 26, 2134 WN Hoofddorp, Nederland/Opname/Van adviseur/Thoornpolder 26, 2134 WN Hoofddorp_2025-09-16.uniec3",Atag i36EC,TAPW-OPWEK_TYPE_12,"0,38",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Dreef 52, 1431 W"Copernicusstraat 20, 1433 MC Kudelstaart",VERW-AFG_TYPE_AFG_VLV,"Copernicusstraat 20, 1433 MC Kudelstaart_2025-07-17.uniec3",,B,"129,56","170,37","12,7",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Copernicusstraat 20, 1433 MC Kudelstaart/Opname/Van adviseur/Copernicusstraat 20, 1433 MC Kudelstaart_2025-07-17.uniec3",Intergas Kombi Kompakt HRE 28/24 A,TAPW-OPWEK_TYPE_12,"1,31",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Schalkwijkerstraat 43A, 2033JC Haarlem_",VERW-AFG_TYPE_AFG_RAD,"Schalkwijkerstraat 43A, 2033JC Haarlem__2025-05-23.uniec3",,A,"95,57","136,45","34,4",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Schalkwijkerstraat 43A, 2033JC Haarlem/Opname/Van adviseur/Schalkwijkerstraat 43A, 2033JC Haarlem__2025-05-23.uniec3",Intergas Kombi Kompakt HReco 30,TAPW-OPWEK_TYPE_12,"1,78",1,VARIANT_A1,"0,900",VERW-OPWEK_TYPE_H
"Ringslootpad 51, 2421 EW Nieuwkoop",VERW-AFG_TYPE_AFG_VLV,"Ringslootpad 51, 2421 EW Nieuwkoop_2025-04-07.uniec3",,A++,"72,92","66,42","50,1",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Ringslootpad 51, 2421 EW Nieuwkoop/Opname/Van adviseur/Ringslootpad 51, 2421 EW Nieuwkoop_2025-04-07.uniec3",elektrische boiler,TAPW-OPWEK_TYPE_5,"3,10",9,VARIANT_C1,,VERW-OPWEK_TYPE_A
"Sterkenburg 32, 1187 DG Amstelveen",VERW-AFG_TYPE_AFG_VLV,"Sterkenburg 32, 1187 DG Amstelveen_2025-09-22.uniec3",,A+++,"74,09","34,67","72,9",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Sterkenburg 32, 1187 DG Amstelveen, Nederland/Opname/Van adviseur/Sterkenburg 32, 1187 DG Amstelveen_2025-09-22.uniec3",warmtepomp - voldoet niet aan tabel 9.28,TAPW-OPWEK_TYPE_1,"0,69",9,VARIANT_C1,,VERW-OPWEK_TYPE_A
"Burgemeester Hogguerstraat 763, 1064 EB Amsterdam_",VERW-AFG_TYPE_AFG_RAD,"Burgemeester Hogguerstraat 763, 1064 EB Amsterdam__2025-07-03.uniec3",,B,"129,03","184,05","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Burgemeester Hogguerstraat 763, 1064 EB Amsterdam/Opname/Van adviseur/Burgemeester Hogguerstraat 763, 1064 EB Amsterdam__2025-07-03.uniec3",externe warmtelevering,TAPW-OPWEK_TYPE_4,"1,52",1,VARIANT_A1,,VERW-OPWEK_TYPE_C
"Laan van Deshima 58, 1181 VW Amstelveen",VERW-AFG_TYPE_AFG_RAD,"Laan van Deshima 58, 1181 VW Amstelveen_2025-10-29.uniec3",,A,"93,97","123,93","0,0",TGEB_APP,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Laan van Deshima 58, 1181 VW Amstelveen, Nederland/Opname/Van adviseur/Laan van Deshima 58, 1181 VW Amstelveen_2025-10-29.uniec3",externe warmtelevering,TAPW-OPWEK_TYPE_4,"3,76",9,VARIANT_C1,,VERW-OPWEK_TYPE_C
"Thoornpolder 26, 2134 WN Hoofddorp",VERW-AFG_TYPE_AFG_RAD,"Thoornpolder 26, 2134 WN Hoofddorp_2025-09-16.uniec3",,A,"72,72","120,95","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Thoornpolder 26, 2134 WN Hoofddorp, Nederland/Opname/Van adviseur/Thoornpolder 26, 2134 WN Hoofddorp_2025-09-16.uniec3",Atag i36EC,TAPW-OPWEK_TYPE_12,"0,38",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
"Dreef 52, 1431 WD Aalsmeer",VERW-AFG_TYPE_AFG_RAD,"Dreef 52, 1431 WD Aalsmeer_2025-04-13.uniec3",,C,"150,23","222,50","0,0",TGEB_GRWON,"/Users/markrondema/Library/Mobile Documents/com~apple~CloudDocs/Desktop/COMPLETED/Dreef 52, 1431 WD Aalsmeer/Opname/Van adviseur/Dreef 52, 1431 WD Aalsmeer_2025-04-13.uniec3",kokendwater toestel,TAPW-OPWEK_TYPE_6,"2,06",1,VARIANT_A1,"0,950",VERW-OPWEK_TYPE_H
